"id","district_nut","fullname","shortname","zip","use"
"501","SK0233","Čifáre","Čifáre","951 61","1"
"502","SK0234","Čiky","Čiky","941 11","1"
"503","SK0211","Čilistov","Čilistov","931 01","1"
"504","SK0211","Čiližská Radvaň","Čiližská Radvaň","930 08","1"
"505","SK031A","Čimhová","Čimhová","027 12","1"
"506","SK041A","Čirč","Čirč","065 42","1"
"507","SK0329","Číž","Číž","980 43","1"
"508","SK0329","Číž - kúpele","Číž - kúpele","980 43","1"
"509","SK0426","Čižatice","Čižatice","044 47","1"
"510","SK0428","Čoltovo","Čoltovo","049 12","1"
"511","SK0319","Čremošné","Čremošné","039 01","1"
"512","SK0428","Čučma","Čučma","048 01","1"
"513","SK0419","Čukalovce","Čukalovce","067 35","1"
"514","SK0211","Čukárska Paka","Čukárska Paka","930 51","1"
"515","SK0221","Čuklasovce","Čuklasovce","956 54","1"
"516","SK0418","Ďačov","Ďačov","082 71","1"
"517","SK032A","Dačov Lom","Dačov Lom","991 35","1"
"518","SK0418","Daletice","Daletice","082 63","1"
"519","SK042B","Dancov Potok","Dancov Potok","076 12","1"
"520","SK042A","Danišovce","Danišovce","053 22","1"
"521","SK0316","Ďanová","Ďanová","038 42","1"
"522","SK041D","Ďapalovce","Ďapalovce","094 05","1"
"523","SK042B","Dargov","Dargov","076 61","1"
"524","SK041D","Davidov","Davidov","093 03","1"
"525","SK0426","Debraď","Debraď","045 01","1"
"526","SK0412","Dedačov","Dedačov","067 12","1"
"527","SK0231","Dedina Mládeže","Dedina Mládeže","946 03","1"
"528","SK0234","Dedinka","Dedinka","941 50","1"
"529","SK0108","Dedinka pri Dunaji","Dedinka pri Dunaji","900 29","1"
"530","SK0428","Dedinky","Dedinky","049 73","1"
"531","SK0217","Dechtice","Dechtice","919 53","1"
"532","SK0322","Dekýš","Dekýš","969 01","1"
"533","SK042A","Delava","Delava","053 75","1"
"534","SK0232","Demandice","Demandice","935 85","1"
"535","SK0317","Demänová","Demänová","029 57","1"
"536","SK0315","Demänová","Demänová","031 01","1"
"537","SK0315","Demänovská Dolina","Demänovská Dolina","031 01","1"
"538","SK0417","Demjata","Demjata","082 13","1"
"539","SK0313","Demkovská","Demkovská","027 05","1"
"540","SK0228","Dešná","Dešná","020 54","1"
"541","SK041D","Detrík","Detrík","094 31","1"
"542","SK0324","Detva","Detva","962 12","1"
"543","SK0324","Detva - sídlisko","Detva - sídlisko","962 12","1"
"544","SK0324","Detvianska Huta","Detvianska Huta","962 05","1"
"545","SK0232","Devičany","Devičany","935 04","1"
"546","SK0325","Devičie","Devičie","962 65","1"
"547","SK0221","Dežerice","Dežerice","957 03","1"
"548","SK0316","Diaková","Diaková","038 02","1"
"549","SK0235","Diakovce","Diakovce","925 81","1"
"550","SK0312","Didka","Didka","022 01","1"
"551","SK0326","Diel","Diel","985 53","1"
"552","SK0234","Diva","Diva","943 42","1"
"553","SK0227","Diviacka Nová Ves","Diviacka Nová Ves","972 24","1"
"554","SK0319","Diviaky","Diviaky","039 01","1"
"555","SK0227","Diviaky nad Nitricou","Diviaky nad Nitricou","972 25","1"
"556","SK0326","Divín","Divín","985 52","1"
"557","SK031B","Divina","Divina","013 31","1"
"558","SK031B","Divinka","Divinka","013 31","1"
"559","SK0326","Divínske Lazy","Divínske Lazy","985 52","1"
"560","SK0217","Dlhá","Dlhá","919 01","1"
"561","SK0315","Dlhá Lúka","Dlhá Lúka","032 23","1"
"562","SK0411","Dlhá Lúka","Dlhá Lúka","085 01","1"
"563","SK0312","Dlhá nad Kysucou","Dlhá nad Kysucou","023 54","1"
"564","SK0313","Dlhá nad Oravou","Dlhá nad Oravou","027 55","1"
"565","SK0235","Dlhá nad Váhom","Dlhá nad Váhom","927 05","1"
"566","SK0428","Dlhá Ves","Dlhá Ves","049 55","1"
"567","SK041D","Dlhé Klčovo","Dlhé Klčovo","094 13","1"
"568","SK0419","Dlhé nad Cirochou","Dlhé nad Cirochou","067 82","1"
"569","SK031B","Dlhé Pole","Dlhé Pole","013 32","1"
"570","SK0414","Dlhé Stráže","Dlhé Stráže","054 01","1"
"571","SK041C","Dlhoňa","Dlhoňa","090 02","1"
"572","SK0227","Dlžín","Dlžín","972 26","1"
"573","SK0232","Dobogov","Dobogov","935 56","1"
"574","SK0426","Dobogov","Dobogov","044 71","1"
"575","SK042B","Dobrá","Dobrá","076 41","1"
"576","SK0229","Dobrá","Dobrá","914 01","1"
"577","SK032B","Dobrá Niva","Dobrá Niva","962 61","1"
"578","SK0217","Dobrá Voda","Dobrá Voda","919 54","1"
"579","SK042A","Dobrá Voľa","Dobrá Voľa","053 61","1"
"580","SK041D","Dobrianky","Dobrianky","094 23","1"
"581","SK0323","Dobroč","Dobroč","976 52","1"
"582","SK0326","Dobroč","Dobroč","985 53","1"
"583","SK0227","Dobročná","Dobročná","972 27","1"
"584","SK0211","Dobrohošť","Dobrohošť","930 31","1"
"585","SK041C","Dobroslava","Dobroslava","090 01","1"
"586","SK0327","Dobrý Potok","Dobrý Potok","985 26","1"
"587","SK0428","Dobšiná","Dobšiná","049 25","1"
"588","SK0428","Dobšinská Ľadová Jaskyňa","Dobšin. Ľad. Jaskyňa","049 71","1"
"589","SK0428","Dobšinská Maša","Dobšinská Maša","049 73","1"
"590","SK0228","Dohňany","Dohňany","020 51","1"
"591","SK0215","Dojč","Dojč","906 02","1"
"592","SK0414","Doľany","Doľany","053 02","1"
"593","SK0107","Doľany","Doľany","900 88","1"
"594","SK0313","Dolina","Dolina","027 05","1"
"595","SK0417","Dolina","Dolina","082 38","1"
"596","SK032A","Dolinka","Dolinka","991 28","1"
"597","SK0311","Dolinky","Dolinky","013 62","1"
"598","SK0228","Dolinky","Dolinky","020 53","1"
"599","SK032B","Dolinky","Dolinky","962 63","1"
"600","SK0228","Dolná Breznica","Dolná Breznica","020 61","1"
"601","SK0324","Dolná Bzová","Dolná Bzová","985 51","1"
"602","SK0217","Dolná Krupá","Dolná Krupá","919 65","1"
"603","SK0313","Dolná Lehota","Dolná Lehota","027 41","1"
"604","SK0323","Dolná Lehota","Dolná Lehota","976 98","1"
"605","SK0226","Dolná Mariková","Dolná Mariková","018 02","1"
"606","SK0321","Dolná Mičiná","Dolná Mičiná","974 01","1"
"607","SK0321","Dolná Môlča","Dolná Môlča","974 01","1"
"608","SK0229","Dolná Poruba","Dolná Poruba","914 43","1"
"609","SK0211","Dolná Potôň","Dolná Potôň","930 02","1"
"610","SK0232","Dolná Seč","Dolná Seč","935 31","1"
"611","SK0212","Dolná Streda","Dolná Streda","925 63","1"
"612","SK032A","Dolná Strehová","Dolná Strehová","991 02","1"
"613","SK0229","Dolná Súča","Dolná Súča","913 32","1"
"614","SK0319","Dolná Štubňa","Dolná Štubňa","039 01","1"
"615","SK031B","Dolná Tižina","Dolná Tižina","013 04","1"
"616","SK032D","Dolná Trnávka","Dolná Trnávka","966 21","1"
"617","SK032D","Dolná Ves","Dolná Ves","967 01","1"
"618","SK0229","Dolná Závrská","Dolná Závrská","913 33","1"
"619","SK032D","Dolná Ždaňa","Dolná Ždaňa","966 01","1"
"620","SK032B","Dolné Breziny","Dolné Breziny","962 61","1"
"621","SK0221","Dolné Držkovce","Dolné Držkovce","956 54","1"
"622","SK0217","Dolné Dubové","Dolné Dubové","919 52","1"
"623","SK032C","Dolné Hámre","Dolné Hámre","966 61","1"
"624","SK0236","Dolné Chlebany","Dolné Chlebany","956 31","1"
"625","SK0211","Dolné Janíky","Dolné Janíky","930 39","1"
"626","SK0316","Dolné Jaseno","Dolné Jaseno","038 02","1"
"627","SK0228","Dolné Kočkovce","Dolné Kočkovce","020 01","1"
"628","SK0223","Dolné Košariská","Dolné Košariská","906 15","1"
"629","SK0233","Dolné Krškany","Dolné Krškany","949 05","1"
"630","SK0233","Dolné Lefantovce","Dolné Lefantovce","951 45","1"
"631","SK0227","Dolné Lelovce","Dolné Lelovce","972 43","1"
"632","SK0217","Dolné Lovčice","Dolné Lovčice","919 27","1"
"633","SK0325","Dolné Mladonice","Dolné Mladonice","962 41","1"
"634","SK0229","Dolné Motešice","Dolné Motešice","913 26","1"
"635","SK0221","Dolné Naštice","Dolné Naštice","957 01","1"
"636","SK0233","Dolné Obdokovce","Dolné Obdokovce","951 02","1"
"637","SK0217","Dolné Orešany","Dolné Orešany","919 02","1"
"638","SK0213","Dolné Otrokovce","Dolné Otrokovce","920 61","1"
"639","SK0221","Dolné Ozorovce","Dolné Ozorovce","957 01","1"
"640","SK032A","Dolné Plachtince","Dolné Plachtince","991 24","1"
"641","SK032A","Dolné Príbelce","Dolné Príbelce","991 25","1"
"642","SK0325","Dolné Rykynčice","Dolné Rykynčice","962 55","1"
"643","SK0212","Dolné Saliby","Dolné Saliby","925 02","1"
"644","SK0232","Dolné Semerovce","Dolné Semerovce","935 85","1"
"645","SK0237","Dolné Sľažany","Dolné Sľažany","951 71","1"
"646","SK0224","Dolné Srnie","Dolné Srnie","916 41","1"
"647","SK032A","Dolné Strháre","Dolné Strháre","991 03","1"
"648","SK0213","Dolné Trhovište","Dolné Trhovište","920 61","1"
"649","SK0232","Dolné Turovce","Dolné Turovce","935 81","1"
"650","SK0227","Dolné Vestenice","Dolné Vestenice","972 23","1"
"651","SK0329","Dolné Zahorany","Dolné Zahorany","985 42","1"
"652","SK0213","Dolné Zelenice","Dolné Zelenice","920 52","1"
"653","SK0325","Dolný Badín","Dolný Badín","962 51","1"
"654","SK0211","Dolný Bar","Dolný Bar","930 14","1"
"655","SK0232","Dolný Ďur","Dolný Ďur","935 34","1"
"656","SK0321","Dolný Harmanec","Dolný Harmanec","976 03","1"
"657","SK031B","Dolný Hričov","Dolný Hričov","013 41","1"
"658","SK0212","Dolný Chotár","Dolný Chotár","925 41","1"
"659","SK0325","Dolný Jalšovík","Dolný Jalšovík","962 41","1"
"660","SK0234","Dolný Jatov","Dolný Jatov","941 10","1"
"661","SK0321","Dolný Jelenec","Dolný Jelenec","976 02","1"
"662","SK0316","Dolný Kalník","Dolný Kalník","038 02","1"
"663","SK0313","Dolný Kubín","Dolný Kubín","026 01","1"
"664","SK0427","Dolný Les","Dolný Les","072 13","1"
"665","SK0226","Dolný Lieskov","Dolný Lieskov","018 21","1"
"666","SK0214","Dolný Lopašov","Dolný Lopašov","922 04","1"
"667","SK0226","Dolný Moštenec","Dolný Moštenec","017 01","1"
"668","SK0234","Dolný Ohaj","Dolný Ohaj","941 43","1"
"669","SK0232","Dolný Pial","Dolný Pial","935 37","1"
"670","SK0416","Dolný Smokovec","Dolný Smokovec","059 81","1"
"671","SK0211","Dolný Štál","Dolný Štál","930 10","1"
"672","SK031A","Dolný Štefanov","Dolný Štefanov","027 44","1"
"673","SK0324","Dolný Tisovník","Dolný Tisovník","962 75","1"
"674","SK0319","Dolný Turček","Dolný Turček","038 48","1"
"675","SK0314","Dolný Vadičov","Dolný Vadičov","023 45","1"
"676","SK0233","Dolný Vinodol","Dolný Vinodol","951 06","1"
"677","SK0108","Doma","Doma","900 44","1"
"678","SK0232","Domadice","Domadice","935 87","1"
"679","SK0325","Domaníky","Domaníky","962 65","1"
"680","SK0226","Domaniža","Domaniža","018 16","1"
"681","SK0414","Domaňovce","Domaňovce","053 02","1"
"682","SK0232","Domaša","Domaša","935 61","1"
"683","SK0321","Donovaly","Donovaly","976 39","1"
"684","SK0326","Dora","Dora","985 41","1"
"685","SK0315","Dovalovo","Dovalovo","033 01","1"
"686","SK0323","Drábsko","Drábsko","976 53","1"
"687","SK0427","Drahňov","Drahňov","076 74","1"
"688","SK0312","Drahošanka","Drahošanka","022 01","1"
"689","SK0214","Drahovce","Drahovce","922 41","1"
"690","SK0414","Dravce","Dravce","053 14","1"
"691","SK0329","Dražice","Dražice","980 23","1"
"692","SK0316","Dražkovce","Dražkovce","038 02","1"
"693","SK0233","Dražovce","Dražovce","949 01","1"
"694","SK0325","Drážovce","Drážovce","962 68","1"
"695","SK041B","Driečna","Driečna","090 23","1"
"696","SK0329","Drienčany","Drienčany","980 23","1"
"697","SK0418","Drienica","Drienica","083 01","1"
"698","SK0417","Drienov","Drienov","082 04","1"
"699","SK0426","Drienovec","Drienovec","044 01","1"
"700","SK0325","Drienovo","Drienovo","962 51","1"
"701","SK0417","Drienovská Nová Ves","Drienovská Nová Ves","082 01","1"
"702","SK0229","Drietoma","Drietoma","913 03","1"
"703","SK0329","Drňa","Drňa","980 03","1"
"704","SK0428","Drnava","Drnava","049 42","1"
"705","SK032A","Drnava","Drnava","991 02","1"
"706","SK0426","Družstevná pri Hornáde","Družstevná pri Horn.","044 31","1"
"707","SK0232","Drženice","Drženice","935 03","1"
"708","SK0328","Držkovce","Držkovce","982 62","1"
"709","SK0327","Ďubákovo","Ďubákovo","985 07","1"
"710","SK0314","Dubie","Dubie","024 01","1"
"711","SK0411","Dubie","Dubie","086 45","1"
"712","SK0411","Dubinné","Dubinné","086 12","1"
"713","SK0228","Dubková","Dubková","020 55","1"
"714","SK0227","Dubnica","Dubnica","972 01","1"
"715","SK0222","Dubnica nad Váhom","Dubnica nad Váhom","018 41","1"
"716","SK0221","Dubnička","Dubnička","957 03","1"
"717","SK0417","Dubník","Dubník","082 07","1"
"718","SK0234","Dubník","Dubník","941 35","1"
"719","SK0329","Dubno","Dubno","980 35","1"
"720","SK0229","Dubodiel","Dubodiel","913 23","1"
"721","SK041C","Dubová","Dubová","090 11","1"
"722","SK0107","Dubová","Dubová","900 90","1"
"723","SK0323","Dubová","Dubová","976 97","1"
"724","SK0214","Dubovany","Dubovany","922 08","1"
"725","SK0216","Dubovce","Dubovce","908 62","1"
"726","SK0319","Dubové","Dubové","038 23","1"
"727","SK032B","Dubové","Dubové","962 61","1"
"728","SK0329","Dubovec","Dubovec","980 41","1"
"729","SK0418","Dubovica","Dubovica","082 71","1"
"730","SK0315","Dúbrava","Dúbrava","032 12","1"
"731","SK0414","Dúbrava","Dúbrava","053 05","1"
"732","SK0419","Dúbrava","Dúbrava","067 73","1"
"733","SK0417","Dúbrava","Dúbrava","082 06","1"
"734","SK0229","Dúbrava","Dúbrava","913 33","1"
"735","SK032A","Dúbrava","Dúbrava","991 02","1"
"736","SK0321","Dúbravica","Dúbravica","976 33","1"
"737","SK0427","Dúbravka","Dúbravka","072 15","1"
"738","SK0324","Dúbravy","Dúbravy","962 12","1"
"739","SK0214","Ducové","Ducové","922 21","1"
"740","SK0325","Dudince","Dudince","962 71","1"
"741","SK0325","Duchenec","Duchenec","962 52","1"
"742","SK041C","Dukovce","Dukovce","086 44","1"
"743","SK0316","Dulice","Dulice","038 11","1"
"744","SK0222","Dulov","Dulov","018 52","1"
"745","SK0317","Duľov","Duľov","029 63","1"
"746","SK0231","Ďulov Dvor","Ďulov Dvor","945 01","1"
"747","SK0417","Dulova Ves","Dulova Ves","082 52","1"
"748","SK0231","Dulovce","Dulovce","946 56","1"
"749","SK0329","Dulovo","Dulovo","980 21","1"
"750","SK0312","Dunajov","Dunajov","023 02","1"
"751","SK0108","Dunajská Lužná","Dunajská Lužná","900 42","1"
"752","SK0211","Dunajská Streda","Dunajská Streda","929 01","1"
"753","SK0211","Dunajský Klátov","Dunajský Klátov","930 21","1"
"754","SK041B","Duplín","Duplín","091 01","1"
"755","SK031B","Ďurčiná","Ďurčiná","015 01","1"
"756","SK041D","Ďurďoš","Ďurďoš","094 31","1"
"757","SK0426","Ďurďošík","Ďurďošík","044 45","1"
"758","SK0226","Ďurďové","Ďurďové","018 22","1"
"759","SK0426","Ďurkov","Ďurkov","044 19","1"
"760","SK041A","Ďurková","Ďurková","065 41","1"
"761","SK032A","Ďurkovce","Ďurkovce","991 27","1"
"762","SK0329","Dúžava","Dúžava","979 01","1"
"763","SK0234","Dvor Mikuláš","Dvor Mikuláš","941 35","1"
"764","SK0236","Dvorany nad Nitrou","Dvorany nad Nitrou","956 11","1"
"765","SK0319","Dvorec","Dvorec","038 45","1"
"766","SK0221","Dvorec","Dvorec","956 55","1"
"767","SK042B","Dvorianky","Dvorianky","076 62","1"
"768","SK0426","Dvorníky","Dvorníky","044 02","1"
"769","SK0213","Dvorníky","Dvorníky","920 56","1"
"770","SK0325","Dvorníky","Dvorníky","962 68","1"
"771","SK0426","Dvorníky - Včeláre","Dvorníky - Včeláre","044 02","1"
"772","SK0227","Dvorníky nad Nitricou","Dvorníky n/ Nitricou","972 22","1"
"773","SK0234","Dvory nad Žitavou","Dvory nad Žitavou","941 31","1"
"774","SK0233","Dyčka","Dyčka","952 01","1"
"775","SK042B","Egreš","Egreš","075 01","1"
"776","SK0211","Eliášovce","Eliášovce","930 38","1"
"777","SK0211","Etreho Kračany","Etreho Kračany","930 03","1"
"778","SK031B","Fačkov","Fačkov","013 15","1"
"779","SK0323","Fajtov","Fajtov","976 52","1"
"780","SK0427","Falkušovce","Falkušovce","072 05","1"
"781","SK0227","Fančová","Fančová","972 46","1"
"782","SK0232","Farná","Farná","935 66","1"
"783","SK042B","Fejséš","Fejséš","077 01","1"
"784","SK0429","Fekišovce","Fekišovce","072 33","1"
"785","SK0315","Fiačice","Fiačice","032 14","1"
"786","SK0329","Figa","Figa","982 51","1"
"787","SK041C","Fijaš","Fijaš","087 01","1"
"788","SK0326","Fiľakovo","Fiľakovo","986 01","1"
"789","SK0326","Fiľakovské Kľačany","Fiľakovské Kľačany","986 01","1"
"790","SK0326","Fiľakovské Kováče","Fiľakovské Kováče","986 01","1"
"791","SK0416","Filice","Filice","058 01","1"
"792","SK0328","Filier","Filier","982 66","1"
"793","SK0323","Filipovo","Filipovo","976 64","1"
"794","SK0417","Fintice","Fintice","082 16","1"
"795","SK0317","Flajšová","Flajšová","029 57","1"
"796","SK0316","Folkušová","Folkušová","038 42","1"
"797","SK031B","Forbaky - Klukany","Forbaky - Klukany","013 32","1"
"798","SK041A","Forbasy","Forbasy","065 01","1"
"799","SK041C","Francovce","Francovce","087 01","1"
"800","SK0411","Frička","Frička","086 02","1"
"801","SK0411","Fričkovce","Fričkovce","086 42","1"
"802","SK0417","Fričovce","Fričovce","082 37","1"
"803","SK0417","Fulianka","Fulianka","082 12","1"
"804","SK0417","Furmanec","Furmanec","082 67","1"
"805","SK0211","Gabčíkovo","Gabčíkovo","930 05","1"
"806","SK0411","Gaboltov","Gaboltov","086 02","1"
"807","SK0106","Gajary","Gajary","900 61","1"
"808","SK0429","Gajdoš","Gajdoš","072 43","1"
"809","SK0212","Galanta","Galanta","924 01","1"
"810","SK0315","Galovany","Galovany","032 11","1"
"811","SK0212","Gáň","Gáň","924 01","1"
"812","SK0416","Gánovce","Gánovce","058 01","1"
"813","SK0227","Gápel","Gápel","972 28","1"
"814","SK0228","Gaškovce","Gaškovce","020 53","1"
"815","SK0323","Gašparovo","Gašparovo","976 64","1"
"816","SK031B","Gbeľany","Gbeľany","013 02","1"
"817","SK0234","Gbelce","Gbelce","943 42","1"
"818","SK0216","Gbely","Gbely","908 45","1"
"819","SK0426","Geča č. 107-110","Geča č. 107-110","044 14","1"
"820","SK0426","Geča","Geča","044 10","1"
"821","SK0421","Gelnica","Gelnica","056 01","1"
"822","SK0328","Gemer","Gemer","982 01","1"
"823","SK0329","Gemerček","Gemerček","980 31","1"
"824","SK0428","Gemerská Hôrka","Gemerská Hôrka","049 12","1"
"825","SK0428","Gemerská Panica","Gemerská Panica","980 46","1"
"826","SK0428","Gemerská Poloma","Gemerská Poloma","049 22","1"
"827","SK0328","Gemerská Ves","Gemerská Ves","982 62","1"
"828","SK0329","Gemerské Dechtáre","Gemerské Dechtáre","980 04","1"
"829","SK0329","Gemerské Michalovce","Gemerské Michalovce","982 52","1"
"830","SK0328","Gemerské Teplice","Gemerské Teplice","049 16","1"
"831","SK0329","Gemerský Jablonec","Gemerský Jablonec","980 35","1"
"832","SK0328","Gemerský Milhosť","Gemerský Milhosť","049 16","1"
"833","SK0328","Gemerský Sad","Gemerský Sad","049 13","1"
"834","SK0232","Géňa","Géňa","934 01","1"
"835","SK0417","Geraltov","Geraltov","082 67","1"
"836","SK0416","Gerlachov","Gerlachov","059 42","1"
"837","SK0411","Gerlachov","Gerlachov","086 04","1"
"838","SK041D","Giglovce","Giglovce","094 05","1"
"839","SK041C","Giraltovce","Giraltovce","087 01","1"
"840","SK041D","Girovce","Girovce","094 06","1"
"841","SK032A","Glabušovce","Glabušovce","991 22","1"
"842","SK0428","Gočaltovo","Gočaltovo","049 32","1"
